match_id,team_id,from_player_id,from_position,to_player_id,to_position,from_position_x,from_position_y,from_position_encoded
3788742,776,16554,Defender,4447,Forward,112.1,0.1,0
3788742,776,4447,Forward,16554,Defender,107.6,12.6,1
3788742,776,16554,Defender,5527,Midfield,111.5,4.8,0
3788742,776,3570,Midfield,18722,Midfield,99.2,20.6,3
3788742,1835,8667,Goalkeeper,26939,Defender,6.0,36.0,2
3788742,776,5534,Defender,16554,Defender,57.5,43.2,0
3788742,776,16554,Defender,3570,Midfield,82.1,12.9,0
3788742,776,3570,Midfield,5527,Midfield,76.3,13.2,3
3788742,776,5527,Midfield,3959,Defender,85.2,6.7,3
3788742,776,3959,Defender,3570,Midfield,62.0,17.7,0
3788742,776,3570,Midfield,3959,Defender,64.7,11.6,3
3788742,776,3959,Defender,6797,Defender,59.8,25.9,0
3788742,776,5534,Defender,3570,Midfield,38.3,67.9,0
3788742,776,3570,Midfield,6797,Defender,47.6,63.9,3
3788742,776,6797,Defender,5536,Forward,48.0,73.8,0
3788742,776,5534,Defender,3959,Defender,43.1,70.5,0
3788742,776,3959,Defender,16554,Defender,34.2,53.7,0
3788742,776,16554,Defender,4447,Forward,63.4,13.0,0
3788742,776,4447,Forward,5527,Midfield,67.6,6.2,1
3788742,776,5527,Midfield,3959,Defender,56.1,10.0,3
3788742,776,3959,Defender,5534,Defender,50.8,28.5,0
3788742,1835,13215,Midfield,24321,Midfield,39.7,30.3,3
3788742,776,6797,Defender,18722,Midfield,32.4,63.5,0
3788742,776,18722,Midfield,3570,Midfield,66.2,73.4,3
3788742,776,3570,Midfield,4447,Forward,63.7,57.9,3
3788742,776,4447,Forward,3570,Midfield,72.5,49.8,1
3788742,776,3570,Midfield,6797,Defender,69.0,56.1,3
3788742,776,6797,Defender,5536,Forward,70.9,68.2,0
3788742,776,5536,Forward,3570,Midfield,79.1,75.7,1
3788742,776,3570,Midfield,3959,Defender,64.7,71.5,3
3788742,776,3959,Defender,4447,Forward,70.9,28.5,0
3788742,776,4447,Forward,3570,Midfield,83.3,50.1,1
3788742,776,3570,Midfield,18722,Midfield,75.6,53.7,3
3788742,776,18722,Midfield,6797,Defender,83.5,63.4,3
3788742,776,21261,Forward,6797,Defender,113.9,25.5,1
3788742,776,6797,Defender,18722,Midfield,95.8,76.7,0
3788742,776,18722,Midfield,5536,Forward,83.9,69.3,3
3788742,776,3570,Midfield,6797,Defender,77.0,67.7,3
3788742,1835,24648,Midfield,8667,Goalkeeper,16.3,23.2,3
3788742,1835,13215,Midfield,24321,Midfield,35.8,24.0,3
3788742,1835,24321,Midfield,13215,Midfield,43.6,16.6,3
3788742,1835,13215,Midfield,16550,Defender,38.2,21.0,3
3788742,1835,16550,Defender,24321,Midfield,48.7,8.1,0
3788742,776,5534,Defender,18722,Midfield,56.1,70.4,0
3788742,776,18722,Midfield,3570,Midfield,63.8,56.2,3
3788742,1835,24648,Midfield,13215,Midfield,37.3,33.8,3
3788742,1835,13215,Midfield,15416,Defender,68.3,64.4,3
3788742,1835,26939,Defender,13215,Midfield,40.4,59.2,0
3788742,1835,13215,Midfield,24648,Midfield,50.1,59.1,3
3788742,1835,24648,Midfield,13215,Midfield,56.1,53.2,3
3788742,1835,13215,Midfield,24648,Midfield,48.7,64.3,3
3788742,1835,24648,Midfield,13215,Midfield,63.5,54.4,3
3788742,1835,13215,Midfield,24648,Midfield,55.7,63.7,3
3788742,1835,24648,Midfield,13215,Midfield,64.7,55.4,3
